replication,monitoring_dates,ncv_epoch,trajectory_id,training_seed,validation_seed,pilot_seed,pricing_seed,mc_price,mc_observation_variance,mc_standard_error,gcv_price,gcv_observation_variance,gcv_estimator_variance,gcv_standard_error,ncv_price,ncv_observation_variance,ncv_estimator_variance,ncv_standard_error,gcv_vrr_vs_mc,ncv_vrr_vs_mc,ncv_to_gcv_advantage,ncv_beats_gcv,gcv_reporting_observations,required_ncv_observations_to_match_gcv_reporting_n,required_ncv_observations_reason,optimizer_cumulative_training_runtime_s,training_data_generation_runtime_s,ncv_setup_cost_s,gcv_setup_cost_s,mc_marginal_pricing_runtime_s,gcv_marginal_pricing_runtime_s,ncv_marginal_pricing_runtime_50000_s,ncv_marginal_pricing_runtime_matched_measured_s,ncv_marginal_pricing_runtime_matched_projected_s,break_even_q,break_even_failure_reason,break_even_verified_q,break_even_verified_q_minus_1,break_even_q_minus_1_verification_status
4,12,25,rep4_m12,401042,402042,403042,404042,6.135016806804703,71.82455971609498,0.037901071150059855,6.155637707474986,0.056539203812641145,1.130784076252823e-06,0.001063383315767566,6.156960802626763,0.11594505721461713,2.3189011442923427e-06,0.0015227938613917324,1270.3496843377252,619.4706479220237,0.4876378965252973,False,50000,102536,,0.27215620000015406,8.510000952810515e-07,0.27215705100024934,0.00013085599994155928,0.019860829999743146,0.026768583999910334,0.02637915100012833,0.04680971099969611,0.054096252538983175,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
4,12,1000,rep4_m12,401042,402042,403042,404042,6.135016806804703,71.82455971609498,0.037901071150059855,6.155637707474986,0.056539203812641145,1.130784076252823e-06,0.001063383315767566,6.15620333020769,0.003402672712094282,6.805345424188564e-08,0.00026087056990370844,1270.3496843377252,21108.277461069214,16.61611579970097,True,50000,3010,,10.836105203999978,8.510000952810515e-07,10.836106055000073,0.00013085599994155928,0.019605209000019386,0.02665894700021454,0.023442360999979428,0.001658518000112963,0.0014112301321987616,434,,True,True,verified_against_q_minus_1
4,252,25,rep4_m252,401042,402042,403042,404042,5.749916278699669,63.2970578897003,0.03558006686044879,5.782281925997516,0.04841076210338659,9.682152420677316e-07,0.0009839792894506122,5.7815607975535075,0.26110678953797345,5.222135790759469e-06,0.0022851992890685637,1307.4997198871267,242.41827645196042,0.1854059872937394,False,50000,269679,,0.3992629979998128,9.209998097503558e-07,0.39926391899962255,0.00012964300003659446,0.3445629390002978,0.39402326500021445,0.34119183300026634,NA,1.8402454466335765,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
4,252,1000,rep4_m252,401042,402042,403042,404042,5.749916278699669,63.2970578897003,0.03558006686044879,5.782281925997516,0.04841076210338659,9.682152420677316e-07,0.0009839792894506122,5.78180846242209,0.2663299833157426,5.326599666314852e-06,0.0023079427346264143,1307.4997198871267,237.66403279746254,0.18176985370060306,False,50000,275074,,15.261448781000126,9.209998097503558e-07,15.261449701999936,0.00012964300003659446,0.34434394799973234,0.3961620369996126,0.3396950290002678,NA,1.8688254081443934,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
5,12,25,rep5_m12,501042,502042,503042,504042,6.117296057502595,71.75796141912303,0.037883495461512796,6.156032929226174,0.057692526888238706,1.153850537764774e-06,0.001074174351660276,6.157131279807901,0.11107493835492274,2.221498767098455e-06,0.00149046931102202,1243.7999389094489,646.0319715850897,0.5194018357578662,False,50000,96265,,0.27423753500033854,7.310000000870787e-07,0.2742382660003386,0.00013288000036482117,0.019885235999936413,0.026642426999842428,0.024497766000422416,0.04515368300008049,0.04716554888061328,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
5,12,1000,rep5_m12,501042,502042,503042,504042,6.117296057502595,71.75796141912303,0.037883495461512796,6.156032929226174,0.057692526888238706,1.153850537764774e-06,0.001074174351660276,6.156422657715057,0.0037884778545032396,7.576955709006479e-08,0.00027526270559243,1243.7999389094489,18941.106210724367,15.228418669429857,True,50000,3284,,10.964386654000009,7.310000000870787e-07,10.964387385000009,0.00013288000036482117,0.019650846000331512,0.026676192000195442,0.023553300999992643,0.0017479049997746188,0.001546980809679517,440,,True,True,verified_against_q_minus_1
5,252,25,rep5_m252,501042,502042,503042,504042,5.821750404728332,65.44710261183855,0.036179304197797545,5.782829849357981,0.05122932940106964,1.0245865880213928e-06,0.0010122186463513666,5.7834332730579865,0.2714828412410216,5.429656824820433e-06,0.002330162403099928,1277.5319016858348,241.07270394203223,0.18870190530969286,False,50000,264969,,0.39697292099981496,7.310000000870787e-07,0.39697365199981505,0.00013445300010062056,0.3445021759998781,0.393889594999564,0.33951286799992886,NA,1.799207702421463,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
5,252,1000,rep5_m252,501042,502042,503042,504042,5.821750404728332,65.44710261183855,0.036179304197797545,5.782829849357981,0.05122932940106964,1.0245865880213928e-06,0.0010122186463513666,5.778937782824193,0.2801400295799512,5.602800591599024e-06,0.002367023572252508,1277.5319016858348,233.62281609654832,0.1828704361810918,False,50000,273418,,15.319547984999645,7.310000000870787e-07,15.319548715999645,0.00013445300010062056,0.34347410299960757,0.39348156899995956,0.3395157029999609,NA,1.8565940896568662,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
6,12,25,rep6_m12,601042,602042,603042,604042,6.187376360218597,72.77282939519053,0.038150446758901925,6.155060259155223,0.054902504288016137,1.0980500857603228e-06,0.0010478788507076202,6.1542220173348765,0.06538793541375044,1.3077587082750089e-06,0.001143572782237759,1325.491985091016,1112.9397026333868,0.8396427252307874,False,50000,59550,,0.2744623869998577,9.719997251522727e-07,0.27446335899958285,0.00014064400011193356,0.019821897999918292,0.026944657000058214,0.026442574000157038,0.029193544000008842,0.03149310563418704,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
6,12,1000,rep6_m12,601042,602042,603042,604042,6.187376360218597,72.77282939519053,0.038150446758901925,6.155060259155223,0.054902504288016137,1.0980500857603228e-06,0.0010478788507076202,6.155616116691457,0.011066869664265386,2.213373932853077e-07,0.00047046508189801684,1325.491985091016,6575.737458097295,4.96097866457168,True,50000,10079,,10.921286222999697,9.719997251522727e-07,10.921287194999422,0.00014064400011193356,0.019755853999868123,0.02670398500004012,0.02653288400006204,0.004884049999873241,0.005348498756732507,501,,True,True,verified_against_q_minus_1
6,252,25,rep6_m252,601042,602042,603042,604042,5.740518944981496,63.01817146274622,0.03550159755919337,5.782676076534538,0.04870868867637123,9.741737735274245e-07,0.000987002418197354,5.781249624874154,0.2776210678723394,5.5524213574467885e-06,0.002356357646336139,1293.776801946971,226.99347692057844,0.17545026049236764,False,50000,284982,,0.40278242300018974,9.810000847210176e-07,0.40278340400027446,0.0001302949999626435,0.3439769599999636,0.3932323650001308,0.3402065760001278,NA,1.9390550088333685,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
6,252,1000,rep6_m252,601042,602042,603042,604042,5.740518944981496,63.01817146274622,0.03550159755919337,5.782676076534538,0.04870868867637123,9.741737735274245e-07,0.000987002418197354,5.784349182632343,0.275552064017063,5.51104128034126e-06,0.0023475607085528716,1293.776801946971,228.69787489178069,0.1767676422607201,False,50000,282858,,15.431902249999894,9.810000847210176e-07,15.431903230999978,0.0001302949999626435,0.34249563699995633,0.39229864900016764,0.3388035980001405,NA,1.9166661624624748,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
7,12,25,rep7_m12,701042,702042,703042,704042,6.166393625311954,72.53264039874864,0.03808743635340889,6.156269247796571,0.05721356280852826,1.1442712561705652e-06,0.0010697061541239095,6.15641479963317,0.09324295389325533,1.8648590778651067e-06,0.0013655984321406885,1267.7525544334203,777.8887022582329,0.6135966356667167,False,50000,81487,,0.2741959489999317,8.810002327663824e-07,0.2741968300001645,0.0001284209997720609,0.019906226999864884,0.026675411999804055,0.02361341599998923,0.03934183100000155,0.03848372859182245,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
7,12,1000,rep7_m12,701042,702042,703042,704042,6.166393625311954,72.53264039874864,0.03808743635340889,6.156269247796571,0.05721356280852826,1.1442712561705652e-06,0.0010697061541239095,6.156067050914579,0.003029768535560666,6.059537071121332e-08,0.0002461612697221342,1267.7525544334203,23939.99394588283,18.883806514262567,True,50000,2648,,10.868967123999937,8.810002327663824e-07,10.86896800500017,0.0001284209997720609,0.019630279000011797,0.02672606700025426,0.024396808999881614,0.001484240000081627,0.0012920550046337303,431,,True,True,verified_against_q_minus_1
7,252,25,rep7_m252,701042,702042,703042,704042,5.778717225864,63.7935741279979,0.035719343254880236,5.780893513563087,0.04935586455014361,9.871172910028723e-07,0.000993537765262535,5.776813634893108,0.27995577911454966,5.599115582290993e-06,0.0023662450385137615,1292.52267606793,227.87018124707276,0.17629878799518778,False,50000,283610,,0.39907068899992737,9.119999049289618e-07,0.3990716009998323,0.00013139700013198308,0.3432179530000212,0.39130670099984854,0.3386598639999647,NA,1.9209464805806,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
7,252,1000,rep7_m252,701042,702042,703042,704042,5.778717225864,63.7935741279979,0.035719343254880236,5.780893513563087,0.04935586455014361,9.871172910028723e-07,0.000993537765262535,5.779250665537957,0.33624194551207087,6.724838910241417e-06,0.0025932294364828996,1292.52267606793,189.7252112042272,0.1467867564083309,False,50000,340631,,15.21853242599991,9.119999049289618e-07,15.218533337999816,0.00013139700013198308,0.34297381700025653,0.39164205699989907,0.3369992570001159,NA,2.2958478782241296,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
8,12,25,rep8_m12,801042,802042,803042,804042,6.199290585649452,72.60484515241897,0.03810638926805293,6.154585212713991,0.058424517126080745,1.168490342521615e-06,0.0010809673179710915,6.155486253902696,0.12683877655829504,2.5367755311659006e-06,0.0015927258179504408,1242.7119422439885,572.4183654440235,0.46062031431869627,False,50000,108550,,0.272687704999953,9.319996934209485e-07,0.2726886369996464,0.00016345799986083875,0.019753179999952408,0.026581924999845796,0.025375877999977092,0.049290329000086786,0.05509103113795026,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
8,12,1000,rep8_m12,801042,802042,803042,804042,6.199290585649452,72.60484515241897,0.03810638926805293,6.154585212713991,0.058424517126080745,1.168490342521615e-06,0.0010809673179710915,6.156414655595641,0.003364718280151885,6.72943656030377e-08,0.0002594115756920606,1242.7119422439885,21578.28356112523,17.363865935142552,True,50000,2880,,10.819478891000017,9.319996934209485e-07,10.81947982299971,0.00016345799986083875,0.0195996610000293,0.02667893699981505,0.0234353910000209,0.0015822849995856814,0.0013498785216012037,432,,True,True,verified_against_q_minus_1
8,252,25,rep8_m252,801042,802042,803042,804042,5.76030185440327,63.90823072143165,0.035751428145301176,5.782504593985318,0.04891130805613938,9.782261611227875e-07,0.000989053163951659,5.784239277703012,0.2760695850068879,5.521391700137757e-06,0.0023497641796864973,1306.614630875934,231.49319661503876,0.17717021617908055,False,50000,282215,,0.39366509700039387,1.0019998626376037e-06,0.3936660990002565,0.0001337610001428402,0.34406433399999514,0.397152860999995,0.3529728779999459,NA,1.992284815295095,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
8,252,1000,rep8_m252,801042,802042,803042,804042,5.76030185440327,63.90823072143165,0.035751428145301176,5.782504593985318,0.04891130805613938,9.782261611227875e-07,0.000989053163951659,5.784431128292836,0.26790026336527345,5.358005267305469e-06,0.0023147365438220976,1306.614630875934,238.5523251027746,0.18257282557968363,False,50000,273864,,15.137286394000057,1.0019998626376037e-06,15.13728739599992,0.0001337610001428402,0.34354369599986967,0.39338539999971545,0.33873809299984714,NA,1.8553633820262028,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
9,12,25,rep9_m12,901042,902042,903042,904042,6.197037121409702,73.163261456668,0.03825264996223608,6.1563604231510185,0.057039157536622455,1.140783150732449e-06,0.001068074506171011,6.155590213946566,0.125415621727561,2.5083124345512196e-06,0.0015837652712921886,1282.6848189279958,583.3664136003708,0.4548010586793406,False,50000,109939,,0.2734258390000832,1.0519997886149213e-06,0.27342689099987183,0.00013153700001566904,0.01976707499989061,0.026627729999745497,0.025487287000032666,0.04981513400025506,0.05604093690993183,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
9,12,1000,rep9_m12,901042,902042,903042,904042,6.197037121409702,73.163261456668,0.03825264996223608,6.1563604231510185,0.057039157536622455,1.140783150732449e-06,0.001068074506171011,6.156058232265765,0.002460261410987505,4.92052282197501e-08,0.00022182251513259448,1282.6848189279958,29738.003095899297,23.184185746232533,True,50000,2157,,10.902007827000034,1.0519997886149213e-06,10.902008878999823,0.00013153700001566904,0.01958280899998499,0.026715926000179024,0.023511113000040496,0.001325442000052135,0.001014269414821747,430,,True,True,verified_against_q_minus_1
9,252,25,rep9_m252,901042,902042,903042,904042,5.7701074842715006,63.4240167870306,0.035615731576658816,5.780516817780419,0.04862126405469096,9.724252810938192e-07,0.0009861162614488309,5.782544689819718,0.26487177183139266,5.297435436627853e-06,0.002301615831677357,1304.4501828600953,239.4517783020077,0.18356529168250293,False,50000,272383,,0.3945678830000361,8.420001904596575e-07,0.39456872500022655,0.00012932299978274386,0.3433393539999088,0.3928220650000185,0.34011438299967267,NA,1.8528275196919968,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
9,252,1000,rep9_m252,901042,902042,903042,904042,5.7701074842715006,63.4240167870306,0.035615731576658816,5.780516817780419,0.04862126405469096,9.724252810938192e-07,0.0009861162614488309,5.785632428465696,0.3354687197192173,6.709374394384347e-06,0.0025902460103983073,1304.4501828600953,189.06089616974015,0.14493531347836627,False,50000,344982,,15.097036996000043,8.420001904596575e-07,15.097037838000233,0.00012932299978274386,0.3423148689998925,0.392368993999753,0.3392489149996436,NA,2.340695383888141,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
10,12,25,rep10_m12,1001042,1002042,1003042,1004042,6.15124241632904,72.33277436250101,0.03803492457268741,6.1556373696279225,0.05685278688048083,1.1370557376096165e-06,0.0010663281566242245,6.154452671712339,0.09701753627697628,1.9403507255395256e-06,0.001392964725159803,1272.2819466099893,745.5639169809208,0.5860052631945968,False,50000,85324,,0.27252008799996474,7.819999154889956e-07,0.27252086999988023,0.00013157800003682496,0.019781802000125026,0.026636667000275338,0.0234496670000226,0.040275512999869534,0.04001638774219857,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
10,12,1000,rep10_m12,1001042,1002042,1003042,1004042,6.15124241632904,72.33277436250101,0.03803492457268741,6.1556373696279225,0.05685278688048083,1.1370557376096165e-06,0.0010663281566242245,6.155898865464533,0.0031640439876811704,6.32808797536234e-08,0.00025155691156003525,1272.2819466099893,22860.862441900328,17.968393328863442,True,50000,2783,,10.823952181000095,7.819999154889956e-07,10.82395296300001,0.00013157800003682496,0.01964622799960125,0.02668987700008074,0.023448494000149367,0.001547047000258317,0.0013051431760483139,431,,True,True,verified_against_q_minus_1
10,252,25,rep10_m252,1001042,1002042,1003042,1004042,5.813437907317644,64.6851398190056,0.03596808024318384,5.784310098539258,0.0522402215650805,1.04480443130161e-06,0.0010221567547600563,5.781978832890049,0.2574480866087838,5.148961732175676e-06,0.002269132374317478,1238.224836746171,251.25508086335344,0.2029155557270245,False,50000,246408,,0.398145778000071,8.609999895270448e-07,0.39814663900006053,0.00013969199972052593,0.3452960750000784,0.3961986550002621,0.3403492429997641,NA,1.6772955253817174,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
10,252,1000,rep10_m252,1001042,1002042,1003042,1004042,5.813437907317644,64.6851398190056,0.03596808024318384,5.784310098539258,0.0522402215650805,1.04480443130161e-06,0.0010221567547600563,5.784813799077684,0.25372223501321,5.0744447002642e-06,0.0022526528139649483,1238.224836746171,254.94470287808153,0.20589532313697545,False,50000,242842,,15.17343382800027,8.609999895270448e-07,15.17343468900026,0.00013969199972052593,0.34471349299974463,0.39412859799995204,0.34117315799994685,NA,1.6570234407004618,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
11,12,25,rep11_m12,1101042,1102042,1103042,1104042,6.154039197472199,72.53847969090472,0.0380889694507228,6.155410900409159,0.05708504003719778,1.1417008007439558e-06,0.0010685040012765304,6.155503838251188,0.1241173330777476,2.482346661554952e-06,0.001575546464422726,1270.7090972282258,584.4347271421497,0.45992802634132884,False,50000,108713,,0.27247511800032953,1.0520002433622722e-06,0.2724761700005729,0.000149039999996603,0.019595303000187414,0.02660095999999612,0.025368073000208824,0.05016783800010671,0.05515678640143403,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
11,12,1000,rep11_m12,1101042,1102042,1103042,1104042,6.154039197472199,72.53847969090472,0.0380889694507228,6.155410900409159,0.05708504003719778,1.1417008007439558e-06,0.0010685040012765304,6.155872944985935,0.0025015165555995118,5.003033111199024e-08,0.00022367460989569253,1270.7090972282258,28997.8011652696,22.82017279054818,True,50000,2192,,10.850127674000305,1.0520002433622722e-06,10.850128726000548,0.000149039999996603,0.01965064700016228,0.026632570000401756,0.02445863399998416,0.0013082590003250516,0.0010722665145593054,429,,True,True,verified_against_q_minus_1
11,252,25,rep11_m252,1101042,1102042,1103042,1104042,5.793358408662954,63.54032208146802,0.03564837221570377,5.7819757392960485,0.04881036211416461,9.762072422832922e-07,0.000988032004685725,5.785236663804424,0.25779197409918564,5.155839481983713e-06,0.002270647370681699,1301.7793626044177,246.47905468546836,0.18934011535745016,False,50000,264076,,0.4021439670000291,7.210001058410853e-07,0.4021446880001349,0.00013223899986769538,0.34768907199986643,0.41269505499985826,0.3414238750001459,NA,1.803237024290771,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
11,252,1000,rep11_m252,1101042,1102042,1103042,1104042,5.793358408662954,63.54032208146802,0.03564837221570377,5.7819757392960485,0.04881036211416461,9.762072422832922e-07,0.000988032004685725,5.783507815992525,0.2968139165140957,5.936278330281915e-06,0.002436447891969355,1301.7793626044177,214.0746054892291,0.16444768724934972,False,50000,304049,,15.32197826699985,7.210001058410853e-07,15.321978987999955,0.00013223899986769538,0.34505870800012417,0.3967061600001216,0.34464061100015897,NA,2.0957526626797467,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
