replication,monitoring_dates,ncv_epoch,trajectory_id,training_seed,validation_seed,pilot_seed,pricing_seed,mc_price,mc_observation_variance,mc_standard_error,gcv_price,gcv_observation_variance,gcv_estimator_variance,gcv_standard_error,ncv_price,ncv_observation_variance,ncv_estimator_variance,ncv_standard_error,gcv_vrr_vs_mc,ncv_vrr_vs_mc,ncv_to_gcv_advantage,ncv_beats_gcv,required_ncv_observations_to_match_gcv_50000,required_ncv_observations_reason,optimizer_cumulative_training_runtime_s,training_data_generation_runtime_s,ncv_setup_cost_s,gcv_setup_cost_s,mc_marginal_pricing_runtime_s,gcv_marginal_pricing_runtime_s,ncv_marginal_pricing_runtime_50000_s,ncv_marginal_pricing_runtime_matched_measured_s,ncv_marginal_pricing_runtime_matched_projected_s,break_even_q,break_even_failure_reason,break_even_verified_q,break_even_verified_q_minus_1,break_even_q_minus_1_verification_status
3,12,1000,rep3_m12,301042,302042,303042,304042,6.190248872159787,72.8965520811882,0.03818286319311013,6.157929268855506,0.059445988703710914,1.1889197740742182e-06,0.001090375978309417,6.156346767900228,0.003710534699715401,7.421069399430802e-08,0.0002724163981743904,1226.2652816578966,19645.834894571766,16.02086855791173,True,3121,,10.899164501000087,8.719998731976375e-07,10.89916537299996,0.00013259999991532823,0.019575395999936518,0.026617620000024544,0.023607393000020238,0.001693312000043079,0.0014735734710612633,438,,True,True,verified_against_q_minus_1
3,252,25,rep3_m252,301042,302042,303042,304042,5.75042490609543,64.32134944614967,0.03586679507459502,5.781730424203261,0.04891452302627744,9.782904605255487e-07,0.000989085668951658,5.784253233149415,0.30046774979315843,6.009354995863169e-06,0.0024513985795588545,1314.9744792890142,214.07072636057745,0.16279458630734955,False,307136,,0.3975815799999509,9.82000074145617e-07,0.39758256200002506,0.00016499999992447556,0.3435713860001215,0.3957104389999131,0.3386598590000176,NA,2.0802926890765883,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
3,252,1000,rep3_m252,301042,302042,303042,304042,5.75042490609543,64.32134944614967,0.03586679507459502,5.781730424203261,0.04891452302627744,9.782904605255487e-07,0.000989085668951658,5.7803356311406455,0.2878543731356669,5.757087462713338e-06,0.00239939314467499,1314.9744792890142,223.45100665132074,0.16992801774536123,False,294243,,15.205826767999952,9.82000074145617e-07,15.205827750000026,0.00016499999992447556,0.34322394300011183,0.3946691130001909,0.3395627449999665,NA,1.998279215540503,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
4,12,25,rep4_m12,401042,402042,403042,404042,6.135016806804703,71.82455971609498,0.037901071150059855,6.155637707474986,0.056539203812641145,1.130784076252823e-06,0.001063383315767566,6.156960802626763,0.11594505721461713,2.3189011442923427e-06,0.0015227938613917324,1270.3496843377252,619.4706479220237,0.4876378965252973,False,102536,,0.2721562609999637,9.420000424142927e-07,0.2721572030000061,0.00013336100005290064,0.01962427600005867,0.026683233000085238,0.024508336000053532,0.04747645699990244,0.05025973480202978,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
4,12,1000,rep4_m12,401042,402042,403042,404042,6.135016806804703,71.82455971609498,0.037901071150059855,6.155637707474986,0.056539203812641145,1.130784076252823e-06,0.001063383315767566,6.15620333020769,0.003402672712094282,6.805345424188564e-08,0.00026087056990370844,1270.3496843377252,21108.277461069214,16.61611579970097,True,3010,,10.798840079000001,9.420000424142927e-07,10.798841021000044,0.00013336100005290064,0.019640084999991814,0.026679806999936773,0.023535356000138563,0.0016451629999210127,0.0014168284312083414,432,,True,True,verified_against_q_minus_1
4,252,25,rep4_m252,401042,402042,403042,404042,5.749916278699669,63.2970578897003,0.03558006686044879,5.782281925997516,0.04841076210338659,9.682152420677316e-07,0.0009839792894506122,5.7815607975535075,0.26110678953797345,5.222135790759469e-06,0.0022851992890685637,1307.4997198871267,242.41827645196042,0.1854059872937394,False,269679,,0.3947809569999663,1.0220001058769412e-06,0.39478197900007217,0.0001619339998342184,0.3440891139998712,0.39303141200002756,0.3391170720001355,NA,1.829055057198491,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
4,252,1000,rep4_m252,401042,402042,403042,404042,5.749916278699669,63.2970578897003,0.03558006686044879,5.782281925997516,0.04841076210338659,9.682152420677316e-07,0.0009839792894506122,5.78180846242209,0.2663299833157426,5.326599666314852e-06,0.0023079427346264143,1307.4997198871267,237.66403279746254,0.18176985370060306,False,275074,,15.1959870579999,1.0220001058769412e-06,15.195988080000006,0.0001619339998342184,0.3445066519998363,0.3929349610000372,0.3399450970000544,NA,1.870201152243859,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
5,12,25,rep5_m12,501042,502042,503042,504042,6.117296057502595,71.75796141912303,0.037883495461512796,6.156032929226174,0.057692526888238706,1.153850537764774e-06,0.001074174351660276,6.157131279807901,0.11107493835492274,2.221498767098455e-06,0.00149046931102202,1243.7999389094489,646.0319715850897,0.5194018357578662,False,96265,,0.26936989099999664,1.0820001534739276e-06,0.2693709730001501,0.00013097600003675325,0.01987658199982434,0.026651807000007466,0.026498769999989236,0.044653485000026194,0.051018081880979275,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
5,12,1000,rep5_m12,501042,502042,503042,504042,6.117296057502595,71.75796141912303,0.037883495461512796,6.156032929226174,0.057692526888238706,1.153850537764774e-06,0.001074174351660276,6.156422657715057,0.0037884778545032396,7.576955709006479e-08,0.00027526270559243,1243.7999389094489,18941.106210724367,15.228418669429857,True,3284,,10.736192014000153,1.0820001534739276e-06,10.736193096000306,0.00013097600003675325,0.019716891999905783,0.02682342899993273,0.027919350000047416,0.003743266000128642,0.0018337429080031143,466,,True,True,verified_against_q_minus_1
5,252,25,rep5_m252,501042,502042,503042,504042,5.821750404728332,65.44710261183855,0.036179304197797545,5.782829849357981,0.05122932940106964,1.0245865880213928e-06,0.0010122186463513666,5.7834332730579865,0.2714828412410216,5.429656824820433e-06,0.002330162403099928,1277.5319016858348,241.07270394203223,0.18870190530969286,False,264969,,0.39687491600011526,8.619999789516442e-07,0.3968757780000942,0.0001328299999840965,0.34364900100013074,0.3951224140000704,0.340426965000006,NA,1.804051849781732,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
5,252,1000,rep5_m252,501042,502042,503042,504042,5.821750404728332,65.44710261183855,0.036179304197797545,5.782829849357981,0.05122932940106964,1.0245865880213928e-06,0.0010122186463513666,5.778937782824193,0.2801400295799512,5.602800591599024e-06,0.002367023572252508,1277.5319016858348,233.62281609654832,0.1828704361810918,False,273418,,15.152795395000112,8.619999789516442e-07,15.152796257000091,0.0001328299999840965,0.3436772350000865,0.3924038049999581,0.3387193119999665,NA,1.8522391369681368,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
6,12,25,rep6_m12,601042,602042,603042,604042,6.187376360218597,72.77282939519053,0.038150446758901925,6.155060259155223,0.054902504288016137,1.0980500857603228e-06,0.0010478788507076202,6.1542220173348765,0.06538793541375044,1.3077587082750089e-06,0.001143572782237759,1325.491985091016,1112.9397026333868,0.8396427252307874,False,59550,,0.2701021689999834,9.620000582799548e-07,0.2701031310000417,0.00013041500005783746,0.019774770999902103,0.026619567000125244,0.02337757299983423,0.03166222499999094,0.02784268944280257,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
6,12,1000,rep6_m12,601042,602042,603042,604042,6.187376360218597,72.77282939519053,0.038150446758901925,6.155060259155223,0.054902504288016137,1.0980500857603228e-06,0.0010478788507076202,6.155616116691457,0.011066869664265386,2.213373932853077e-07,0.00047046508189801684,1325.491985091016,6575.737458097295,4.96097866457168,True,10079,,10.849753175999922,9.620000582799548e-07,10.84975413799998,0.00013041500005783746,0.0195915460001288,0.0266031149999435,0.02543323700001565,0.004875415000014982,0.0051268319144631555,500,,True,True,verified_against_q_minus_1
6,252,25,rep6_m252,601042,602042,603042,604042,5.740518944981496,63.01817146274622,0.03550159755919337,5.782676076534538,0.04870868867637123,9.741737735274245e-07,0.000987002418197354,5.781249624874154,0.2776210678723394,5.5524213574467885e-06,0.002356357646336139,1293.776801946971,226.99347692057844,0.17545026049236764,False,284982,,0.3943631180000011,7.809999260643963e-07,0.3943638989999272,0.00016713500008336268,0.34571418200016524,0.393145954999909,0.3394984280000699,NA,1.9350188201663183,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
6,252,1000,rep6_m252,601042,602042,603042,604042,5.740518944981496,63.01817146274622,0.03550159755919337,5.782676076534538,0.04870868867637123,9.741737735274245e-07,0.000987002418197354,5.784349182632343,0.275552064017063,5.51104128034126e-06,0.0023475607085528716,1293.776801946971,228.69787489178069,0.1767676422607201,False,282858,,15.204960411999991,7.809999260643963e-07,15.204961192999917,0.00016713500008336268,0.3427514219999921,0.3935287949998383,0.3396725659999902,NA,1.9215820534725045,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
7,12,25,rep7_m12,701042,702042,703042,704042,6.166393625311954,72.53264039874864,0.03808743635340889,6.156269247796571,0.05721356280852826,1.1442712561705652e-06,0.0010697061541239095,6.15641479963317,0.09324295389325533,1.8648590778651067e-06,0.0013655984321406885,1267.7525544334203,777.8887022582329,0.6135966356667167,False,81487,,0.2725729030000821,8.609999895270448e-07,0.2725737640000716,0.00012988399998903333,0.019705600999941453,0.02664173900006972,0.026366590999941764,0.03807349700014129,0.04297068801624509,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
7,12,1000,rep7_m12,701042,702042,703042,704042,6.166393625311954,72.53264039874864,0.03808743635340889,6.156269247796571,0.05721356280852826,1.1442712561705652e-06,0.0010697061541239095,6.156067050914579,0.003029768535560666,6.059537071121332e-08,0.0002461612697221342,1267.7525544334203,23939.99394588283,18.883806514262567,True,2648,,10.719828913000129,8.609999895270448e-07,10.719829774000118,0.00012988399998903333,0.019635610000023007,0.026769137999963277,0.024375929999905566,0.0014850610000394227,0.0012909492527949987,424,,True,True,verified_against_q_minus_1
7,252,25,rep7_m252,701042,702042,703042,704042,5.778717225864,63.7935741279979,0.035719343254880236,5.780893513563087,0.04935586455014361,9.871172910028723e-07,0.000993537765262535,5.776813634893108,0.27995577911454966,5.599115582290993e-06,0.0023662450385137615,1292.52267606793,227.87018124707276,0.17629878799518778,False,283610,,0.39317136099998606,9.919999683916103e-07,0.39317235299995446,0.0001319579998835252,0.3430430599998999,0.39364768199993705,0.3394905610000478,NA,1.9256583601044712,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
7,252,1000,rep7_m252,701042,702042,703042,704042,5.778717225864,63.7935741279979,0.035719343254880236,5.780893513563087,0.04935586455014361,9.871172910028723e-07,0.000993537765262535,5.779250665537957,0.33624194551207087,6.724838910241417e-06,0.0025932294364828996,1292.52267606793,189.7252112042272,0.1467867564083309,False,340631,,15.11973875600006,9.919999683916103e-07,15.119739748000029,0.0001319579998835252,0.3492841109998608,0.3948596489999545,0.3402262150000297,NA,2.3178319168335024,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
8,12,25,rep8_m12,801042,802042,803042,804042,6.199290585649452,72.60484515241897,0.03810638926805293,6.154585212713991,0.058424517126080745,1.168490342521615e-06,0.0010809673179710915,6.155486253902696,0.12683877655829504,2.5367755311659006e-06,0.0015927258179504408,1242.7119422439885,572.4183654440235,0.46062031431869627,False,108550,,0.2721298339999976,9.520001640339615e-07,0.2721307860001616,0.00013549499999498948,0.019752388000142673,0.02663290100008453,0.023528965999958018,0.0502365469999404,0.05108138518590885,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
8,12,1000,rep8_m12,801042,802042,803042,804042,6.199290585649452,72.60484515241897,0.03810638926805293,6.154585212713991,0.058424517126080745,1.168490342521615e-06,0.0010809673179710915,6.156414655595641,0.003364718280151885,6.72943656030377e-08,0.0002594115756920606,1242.7119422439885,21578.28356112523,17.363865935142552,True,2880,,10.819652539000117,9.520001640339615e-07,10.819653491000281,0.00013549499999498948,0.019591555000033622,0.026636688000053255,0.023521922999862,0.0015771350001614337,0.0013548627647920512,432,,True,True,verified_against_q_minus_1
8,252,25,rep8_m252,801042,802042,803042,804042,5.76030185440327,63.90823072143165,0.035751428145301176,5.782504593985318,0.04891130805613938,9.782261611227875e-07,0.000989053163951659,5.784239277703012,0.2760695850068879,5.521391700137757e-06,0.0023497641796864973,1306.614630875934,231.49319661503876,0.17717021617908055,False,282215,,0.392727222999838,9.420000424142927e-07,0.3927281649998804,0.00014104499996392406,0.3444914049998715,0.39411437800004023,0.3420071350001308,NA,1.9303908720812384,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
8,252,1000,rep8_m252,801042,802042,803042,804042,5.76030185440327,63.90823072143165,0.035751428145301176,5.782504593985318,0.04891130805613938,9.782261611227875e-07,0.000989053163951659,5.784431128292836,0.26790026336527345,5.358005267305469e-06,0.0023147365438220976,1306.614630875934,238.5523251027746,0.18257282557968363,False,273864,,15.220341613999835,9.420000424142927e-07,15.220342555999878,0.00014104499996392406,0.34294166199993015,0.3928551300000436,0.338471084000048,NA,1.853900898971783,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
9,12,25,rep9_m12,901042,902042,903042,904042,6.197037121409702,73.163261456668,0.03825264996223608,6.1563604231510185,0.057039157536622455,1.140783150732449e-06,0.001068074506171011,6.155590213946566,0.125415621727561,2.5083124345512196e-06,0.0015837652712921886,1282.6848189279958,583.3664136003708,0.4548010586793406,False,109939,,0.27412173100015025,9.82000074145617e-07,0.2741227130002244,0.00013502399997378234,0.01969622100000379,0.02687956399995528,0.024301046999880782,0.05026878700005,0.05343265612239787,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
9,12,1000,rep9_m12,901042,902042,903042,904042,6.197037121409702,73.163261456668,0.03825264996223608,6.1563604231510185,0.057039157536622455,1.140783150732449e-06,0.001068074506171011,6.156058232265765,0.002460261410987505,4.92052282197501e-08,0.00022182251513259448,1282.6848189279958,29738.003095899297,23.184185746232533,True,2157,,10.880078379999986,9.82000074145617e-07,10.88007936200006,0.00013502399997378234,0.019632623000006788,0.026704194000103598,0.023458303000097658,0.0013657980000516545,0.001011991191424213,430,,True,True,verified_against_q_minus_1
9,252,25,rep9_m252,901042,902042,903042,904042,5.7701074842715006,63.4240167870306,0.035615731576658816,5.780516817780419,0.04862126405469096,9.724252810938192e-07,0.0009861162614488309,5.782544689819718,0.26487177183139266,5.297435436627853e-06,0.002301615831677357,1304.4501828600953,239.4517783020077,0.18356529168250293,False,272383,,0.3990661799998634,1.002000090011279e-06,0.3990671819999534,0.00014033299999027804,0.34518045300001177,0.39730723299999227,0.34012595200010765,NA,1.8528905436729064,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
9,252,1000,rep9_m252,901042,902042,903042,904042,5.7701074842715006,63.4240167870306,0.035615731576658816,5.780516817780419,0.04862126405469096,9.724252810938192e-07,0.0009861162614488309,5.785632428465696,0.3354687197192173,6.709374394384347e-06,0.0025902460103983073,1304.4501828600953,189.06089616974015,0.14493531347836627,False,344982,,15.218467272999987,1.002000090011279e-06,15.218468275000077,0.00014033299999027804,0.3445197510000071,0.39544131599996035,0.3402007639999738,NA,2.347262799324779,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
10,12,25,rep10_m12,1001042,1002042,1003042,1004042,6.15124241632904,72.33277436250101,0.03803492457268741,6.1556373696279225,0.05685278688048083,1.1370557376096165e-06,0.0010663281566242245,6.154452671712339,0.09701753627697628,1.9403507255395256e-06,0.001392964725159803,1272.2819466099893,745.5639169809208,0.5860052631945968,False,85324,,0.2712933130001147,8.819999948173063e-07,0.27129419500010954,0.0001649799999086099,0.019599199000140288,0.0267647069999839,0.026391847000013513,0.0395222360000389,0.04503715906858306,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
10,12,1000,rep10_m12,1001042,1002042,1003042,1004042,6.15124241632904,72.33277436250101,0.03803492457268741,6.1556373696279225,0.05685278688048083,1.1370557376096165e-06,0.0010663281566242245,6.155898865464533,0.0031640439876811704,6.32808797536234e-08,0.00025155691156003525,1272.2819466099893,22860.862441900328,17.968393328863442,True,2783,,10.849322191000056,8.819999948173063e-07,10.84932307300005,0.0001649799999086099,0.01965873099993587,0.02672118599980422,0.02363391199992293,0.0015294049999283743,0.0013154635419157102,431,,True,True,verified_against_q_minus_1
10,252,25,rep10_m252,1001042,1002042,1003042,1004042,5.813437907317644,64.6851398190056,0.03596808024318384,5.784310098539258,0.0522402215650805,1.04480443130161e-06,0.0010221567547600563,5.781978832890049,0.2574480866087838,5.148961732175676e-06,0.002269132374317478,1238.224836746171,251.25508086335344,0.2029155557270245,False,246408,,0.3964170379999814,8.009999419300584e-07,0.39641783899992333,0.0001719940000839415,0.3449942409999949,0.39407994399994095,0.3389307039999494,NA,1.6703047382243907,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
10,252,1000,rep10_m252,1001042,1002042,1003042,1004042,5.813437907317644,64.6851398190056,0.03596808024318384,5.784310098539258,0.0522402215650805,1.04480443130161e-06,0.0010221567547600563,5.784813799077684,0.25372223501321,5.0744447002642e-06,0.0022526528139649483,1238.224836746171,254.94470287808153,0.20589532313697545,False,242842,,15.253736969999864,8.009999419300584e-07,15.253737770999805,0.0001719940000839415,0.3434056950000013,0.39537367599996287,0.3395594959999926,NA,1.649186142552604,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
11,12,25,rep11_m12,1101042,1102042,1103042,1104042,6.154039197472199,72.53847969090472,0.0380889694507228,6.155410900409159,0.05708504003719778,1.1417008007439558e-06,0.0010685040012765304,6.155503838251188,0.1241173330777476,2.482346661554952e-06,0.001575546464422726,1270.7090972282258,584.4347271421497,0.45992802634132884,False,108713,,0.2743588420000833,1.0510000265639974e-06,0.2743598930001099,0.0001332100000581704,0.019807289999789646,0.02663741900005334,0.024380386000075305,0.050077055999963704,0.05300929806452373,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
11,12,1000,rep11_m12,1101042,1102042,1103042,1104042,6.154039197472199,72.53847969090472,0.0380889694507228,6.155410900409159,0.05708504003719778,1.1417008007439558e-06,0.0010685040012765304,6.155872944985935,0.0025015165555995118,5.003033111199024e-08,0.00022367460989569253,1270.7090972282258,28997.8011652696,22.82017279054818,True,2192,,10.783605282000053,1.0510000265639974e-06,10.78360633300008,0.0001332100000581704,0.019709226000031776,0.026691650999964622,0.025582235000001674,0.004149068999822703,0.0011215251824000733,479,,True,True,verified_against_q_minus_1
11,252,25,rep11_m252,1101042,1102042,1103042,1104042,5.793358408662954,63.54032208146802,0.03564837221570377,5.7819757392960485,0.04881036211416461,9.762072422832922e-07,0.000988032004685725,5.785236663804424,0.25779197409918564,5.155839481983713e-06,0.002270647370681699,1301.7793626044177,246.47905468546836,0.18934011535745016,False,264076,,0.3943320450000556,8.009999419300584e-07,0.3943328459999975,0.00013508399979400565,0.3449740999999449,0.3949362209998526,0.34051809400011734,NA,1.7984531238235,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
11,252,1000,rep11_m252,1101042,1102042,1103042,1104042,5.793358408662954,63.54032208146802,0.03564837221570377,5.7819757392960485,0.04881036211416461,9.762072422832922e-07,0.000988032004685725,5.783507815992525,0.2968139165140957,5.936278330281915e-06,0.002436447891969355,1301.7793626044177,214.0746054892291,0.16444768724934972,False,304049,,15.076669353999932,8.009999419300584e-07,15.076670154999874,0.00013508399979400565,0.3447962360000929,0.39363828400018974,0.33858914900019954,NA,2.0589538432872336,NA,proposed_marginal_not_below_baseline_no_finite_break_even,False,False,
